l_name,l_team,l_pos,l_proj,l_actual,l_points1,l_points2,l_points3,l_points4,l_points5,l_points6,l_points7,l_points8,l_ppgcurrent,l_pointspg18,l_passydpg18,l_passtdpg18,l_passintpg18,l_rushydpg18,l_rushtdpg18,l_rush1stpg18,l_touchdown18,l_runnerQB18,l_pointspg17,l_passydpg17,l_passtdpg17,l_passintpg17,l_rushydpg17,l_rushtdpg17,l_rush1stpg17,l_2ptpg17,l_fumblepg17,l_touchdown17,l_runnerQB17,l_receptspg18,l_recydspg18,l_rectdpg18,l_rec1stpg18,l_ppr18
Brandin Cooks,LAR,WR,64,216,6.6,19.13,24.27,14.73,7.63,6.6,10.93,0.0,11.23625,17.004375,0.0,0.0,0.0,0.0,0.0,0.0,0.0204081632653062,0.0,,0.0,0.0,0.0,,,,,,,0.0,1.71428571428571,15.5714285714286,0.142857142857143,0.428571428571429,2.93877551020407
Aaron Jones,GB,RB,65,232,5.9,28.87,15.17,17.57,51.7,8.57,24.2,47.3,24.91,16.9608333333333,0.0,0.0,0.0,72.2857142857143,0.714285714285714,4.0,0.73469387755102,0.0,,0.0,0.0,0.0,,,,,,,0.0,1.0,17.1428571428571,0.142857142857143,0.285714285714286,1.0
Alshon Jeffery,Phi,WR,88,41,25.47,0.0,0.0,16.53,12.47,30.07,6.53,12.27,12.9175,16.7076923076923,0.0,0.0,0.0,9.0,0.0,0.4,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.0,20.0,0.0,1.0,4.0
Amari Cooper,Dal,WR,49,36,26.07,16.93,32.87,10.2,41.07,1.2,16.07,20.63,20.63,16.6666666666667,0.0,0.0,0.0,8.14285714285714,0.0,0.428571428571429,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.0,8.71428571428571,0.0,0.285714285714286,4.0
Dalvin Cook,Min,RB,13,34,26.7,30.87,27.2,19.83,29.93,16.97,33.67,32.67,27.23,16.2572727272727,0.0,0.0,0.0,61.8571428571429,0.571428571428571,2.85714285714286,0.326530612244897,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.85714285714286,20.4285714285714,0.0,1.14285714285714,8.16326530612247
Kenyan Drake,Mia,RB,126,240,5.2,9.83,11.07,12.33,0.0,15.5,8.57,0.0,7.8125,16.225,0.0,0.0,0.0,0.0,0.0,0.0,0.326530612244897,0.0,,0.0,0.0,0.0,,,,,,,0.0,6.57142857142857,75.1428571428571,0.571428571428571,3.71428571428571,43.1836734693877
Kenny Golladay,Det,WR,66,76,17.8,30.8,4.13,30.47,20.8,18.07,3.4,33.2,19.83375,15.8446666666667,0.0,0.0,0.0,1.42857142857143,0.0,0.142857142857143,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,1.28571428571429,23.0,0.0,0.571428571428571,1.65306122448981
Calvin Ridley,Atl,WR,98,62,20.27,29.0,2.4,6.13,22.87,18.2,8.0,14.67,15.1925,15.276875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,1.71428571428571,20.7142857142857,0.0,0.857142857142857,2.93877551020407
Jakeem Grant,Mia,WR,93,253,4.7,9.47,9.9,13.4,9.3675,0.0,0.0,14.43,7.6584375,15.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.6,10.0,0.0,0.6,0.4
Marvin Jones Jr.,Det,WR,106,154,11.13,9.87,25.73,11.13,14.465,4.13,55.2,5.47,17.140625,15.0966666666667,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,3.0,20.0,0.0,1.0,9.0
Jarvis Landry,Cle,WR,90,143,12.47,10.93,10.13,24.13,13.0,6.9,12.9266666666667,13.33,12.9770833333333,14.986875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.2,0.8,0.0,0.0,0.0
Tevin Coleman,SF,RB,83,190,8.5,0.0,0.0,13.18,18.7,15.57,10.13,39.37,13.18125,14.8375,0.0,0.0,0.142857142857143,0.0,0.0,0.0,0.183673469387755,0.0,,0.0,0.0,0.0,,,,,,,0.0,7.0,72.5714285714286,0.428571428571429,4.57142857142857,49.0
Dede Westbrook,Jax,WR,67,84,17.2,1.5,10.57,12.9,18.17,9.53,20.77,2.2,11.605,14.80625,0.0,0.0,0.0,18.1666666666667,0.0,0.5,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,1.16666666666667,12.1666666666667,0.0,0.166666666666667,1.36111111111112
Sony Michel,NE,RB,113,265,4.4,17.3,6.1,8.3,24.23,17.4,23.67,12.4,14.225,14.6253846153846,0.0,0.0,0.0,0.666666666666667,0.0,0.0,0.694444444444444,0.0,,0.0,0.0,0.0,,,,,,,0.0,5.0,64.5,0.833333333333333,3.5,25.0
Nick Chubb,Cle,RB,24,123,14.17,21.6,20.93,38.7,13.5,28.33,22.8716666666667,16.57,22.0839583333333,14.345625,0.0,0.0,0.0,101.166666666667,1.0,3.33333333333333,1.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,3.33333333333333,21.3333333333333,0.0,1.0,11.1111111111111
Derrick Henry,Ten,RB,89,15,31.4,22.0,12.53,17.53,15.8,4.13,20.2,10.03,16.7025,14.31625,0.0,0.0,0.0,2.85714285714286,0.0,0.142857142857143,0.510204081632653,0.0,,0.0,0.0,0.0,,,,,,,0.0,4.71428571428571,83.0,0.714285714285714,3.14285714285714,22.2244897959183
Matt Breida,SF,RB,102,214,6.7,18.83,14.13,14.076,30.4,13.4,6.57,8.5,14.07575,14.2714285714286,0.0,0.0,0.0,0.142857142857143,0.142857142857143,0.142857142857143,1.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,3.85714285714286,55.8571428571429,0.857142857142857,2.42857142857143,14.8775510204082
Austin Ekeler,LAC,RB,52,3,45.2,24.07,18.6,36.13,25.43,7.33,28.57,12.57,24.7375,14.1664285714286,0.0,0.0,0.0,2.57142857142857,0.0,0.142857142857143,0.326530612244897,0.0,,0.0,0.0,0.0,,,,,,,0.0,4.28571428571429,80.2857142857143,0.571428571428571,2.71428571428571,18.3673469387755
O.J. Howard,TB,TE,92,223,6.13,0.0,10.4,7.2,2.67,5.33,5.28833333333333,0.0,4.62729166666667,13.967,0.0,0.0,0.0,4.5,0.0,0.25,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,6.0,60.5,0.0,3.25,36.0
DeSean Jackson,Phi,WR,136,4,40.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03375,13.9083333333333,0.0,0.0,0.0,8.28571428571429,0.0,0.428571428571429,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.571428571428571,5.85714285714286,0.0,0.285714285714286,0.326530612244897
Jared Cook,NO,TE,112,219,6.47,5.67,1.47,4.4,17.73,16.47,0.0,0.0,6.52625,13.858125,0.0,0.0,0.0,13.1666666666667,0.0,0.5,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,4.5,46.0,0.0,1.5,20.3
Mark Ingram II,Bal,RB,71,55,21.7,13.7,38.43,11.1,14.73,20.67,7.07,18.2,18.2,13.8191666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444444445,0.0,,0.0,0.0,0.0,,,,,,,0.0,4.5,77.3333333333333,0.666666666666667,3.33333333333333,20.3
Chris Godwin,TB,WR,70,78,17.53,29.07,8.67,51.47,38.33,28.07,28.8566666666667,11.87,26.7333333333333,13.695625,0.0,0.0,0.0,24.5,0.25,0.5,0.0625,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.75,8.5,0.0,0.25,0.56
Jordan Howard,Phi,RB,170,179,9.13,5.33,10.7,36.57,14.2,5.9,10.4,19.6,13.97875,13.573125,2.16666666666667,0.0,0.0,62.1666666666667,0.166666666666667,3.0,0.111111111111112,0.0,,0.0,0.0,0.0,,,,,,,0.0,5.5,46.0,0.166666666666667,2.0,30.3
Curtis Samuel,Car,WR,105,202,7.13,14.27,20.53,6.23,8.77,25.47,13.7333333333333,10.07,13.2754166666667,13.4023076923077,0.0,0.0,0.0,7.42857142857143,0.0,0.285714285714286,0.0204081632653062,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.285714285714286,2.0,0.142857142857143,0.142857142857143,0.081632653061225
Mike Williams,LAC,WR,82,251,4.93,11.53,9.0,0.0,14.93,14.8,10.13,9.6,9.365,13.379375,0.0,0.0,0.0,11.8,0.0,0.4,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,1.0,4.2,0.0,0.2,1.0
Larry Fitzgerald,Ari,WR,116,35,26.53,14.93,18.4,11.13,12.87,13.6,2.8,3.53,12.97375,13.263125,0.0,0.0,0.0,0.0,0.0,0.0,0.0277777777777779,0.0,,0.0,0.0,0.0,,,,,,,0.0,1.0,19.0,0.166666666666667,0.666666666666667,1.0
Sterling Shepard,NYG,WR,94,148,11.8,0.0,29.77,20.37,11.07,0.0,0.0,0.0,9.12625,13.258125,0.0,0.0,0.0,7.16666666666667,0.333333333333333,1.0,0.111111111111111,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.5,4.83333333333333,0.0,0.333333333333333,0.3
Allen Robinson II,Chi,WR,96,67,18.8,8.73,14.0,17.13,35.47,18.826,28.8,11.13,19.11075,13.2438461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,1.5,12.3333333333333,0.0,0.5,2.3
Mohamed Sanu,NE,WR,138,162,10.8,7.07,17.2,18.27,18.9,5.93,1.2,5.53,10.6125,13.029375,0.0,0.0,0.0,6.83333333333333,0.166666666666667,0.5,0.0277777777777779,0.0,,0.0,0.0,0.0,,,,,,,0.0,1.5,11.0,0.0,0.333333333333333,2.3
Darren Sproles,Phi,RB,329,81,17.37,4.13,0.6,0.4,3.2,0.0,0.0,0.0,3.2125,13.0283333333333,0.0,0.0,0.0,12.4,0.0,0.8,0.04,0.0,,0.0,0.0,0.0,,,,,,,0.0,6.2,44.8,0.2,3.2,38.4
Josh Gordon,NE,WR,72,74,17.87,4.27,14.63,8.07,10.93,1.47,0.0,0.0,7.155,12.6775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.666666666666667,6.33333333333333,0.0,0.333333333333333,0.444444444444445
Evan Engram,NYG,TE,97,8,34.73,11.2,25.53,9.6,11.3,0.0,1.4,16.67,13.80375,12.5518181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.16666666666667,34.3333333333333,0.5,1.66666666666667,4.69444444444446
Robby Anderson,NYJ,WR,109,261,4.53,13.4,3.73,7.22,3.07,24.33,2.67,7.87,8.3525,12.4735714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,1.14285714285714,15.4285714285714,0.0,0.571428571428571,1.30612244897959
Christian Kirk,Ari,WR,95,93,16.13,17.6,17.93,10.17,0.0,0.0,0.0,18.17,10.0,12.4358333333333,0.0,0.0,0.0,0.428571428571429,0.0,0.285714285714286,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.428571428571429,4.57142857142857,0.0,0.142857142857143,0.183673469387755
Nyheim Hines,Ind,RB,135,217,6.57,3.23,7.03,12.2,9.97,7.8,3.17,8.47,7.305,12.045625,0.0,0.0,0.0,92.3333333333333,0.666666666666667,4.66666666666667,0.444444444444445,0.0,,0.0,0.0,0.0,,,,,,,0.0,1.5,14.5,0.0,0.5,2.3
Zay Jones,Oak,WR,209,266,4.2,2.93,6.2,2.27,0.0,0.0,0.0,5.8,2.675,11.904375,0.0,0.0,0.0,13.8333333333333,0.0,0.333333333333333,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,1.33333333333333,5.83333333333333,0.0,0.333333333333333,1.77777777777777
DJ Moore,Car,WR,87,105,15.07,19.93,15.67,8.93,16.07,19.17,15.8066666666667,9.53,15.0220833333333,11.801875,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,,0.0,0.0,0.0,,,,,,,0.0,1.6,9.0,0.2,0.8,2.6
Jack Doyle,Ind,TE,236,289,3.33,4.4,10.07,16.47,5.27,7.908,5.4,12.07,8.11475,11.7216666666667,0.0,0.0,0.0,6.2,0.4,0.6,0.16,0.0,,0.0,0.0,0.0,,,,,,,0.0,1.0,11.6,0.0,0.8,1.0
Peyton Barber,TB,RB,115,194,8.1,17.67,9.27,6.9,10.13,3.8,9.31166666666667,5.53,8.83895833333333,11.514375,0.0,0.0,0.0,1.16666666666667,0.0,0.0,0.111111111111111,0.0,,0.0,0.0,0.0,,,,,,,0.0,7.33333333333333,80.8333333333333,0.333333333333333,4.0,53.7777777777777
Dion Lewis,Ten,RB,140,269,4.1,3.23,3.77,6.87,5.37,5.23,0.2,1.13,3.7375,11.398125,0.0,0.0,0.0,39.1666666666667,0.5,2.33333333333333,0.694444444444444,0.0,,0.0,0.0,0.0,,,,,,,0.0,4.33333333333333,38.5,0.333333333333333,2.0,18.7777777777778
Tyler Eifert,Cin,TE,218,186,8.8,12.6,3.2,5.8,2.93,4.87,2.67,14.93,6.975,11.2325,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.8,30.6,0.4,1.4,7.8
Cole Beasley,Buf,WR,205,171,9.67,12.53,15.2,16.0,6.4,11.96,14.07,15.73,12.695,11.23125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,1.28571428571429,17.0,0.0,0.714285714285714,1.65306122448981
Gus Edwards,Bal,RB,304,173,9.6,1.1,13.3,7.33,6.1,5.4,5.5,6.90428571428571,6.90428571428571,11.1936363636364,0.0,0.0,0.0,51.8333333333333,0.833333333333333,3.16666666666667,1.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.5,13.5,0.166666666666667,0.5,6.3
Austin Hooper,Atl,TE,146,85,17.13,8.27,30.4,22.67,14.73,29.8,18.07,22.23,20.4125,11.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0277777777777779,0.0,,0.0,0.0,0.0,,,,,,,0.0,3.66666666666667,54.3333333333333,0.166666666666667,2.5,13.4444444444445
Greg Olsen,Car,TE,161,191,8.4,17.33,33.0,4.33,0.0,10.47,12.255,3.87,11.206875,10.7111111111111,0.0,0.0,0.0,0.142857142857143,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,3.57142857142857,32.7142857142857,0.0,1.71428571428571,12.7551020408163
Mike Davis,Chi,RB,289,167,10.03,0.1,0.2,0.0,0.0,2.066,0.0,1.63,1.75325,10.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0204081632653062,0.0,,0.0,0.0,0.0,,,,,,,0.0,5.42857142857143,77.2857142857143,0.142857142857143,4.14285714285714,29.4693877551021
Chris Thompson,Was,RB,196,121,14.53,10.5,16.17,10.13,10.23,3.73,0.0,0.0,8.16125,10.567,0.0,0.0,0.0,68.5,0.166666666666667,2.66666666666667,0.111111111111112,0.0,,0.0,0.0,0.0,,,,,,,0.0,1.83333333333333,12.3333333333333,0.166666666666667,0.833333333333333,3.3611111111111
Devin Funchess,Ind,WR,145,203,7.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89125,10.5428571428571,0.0,0.0,0.0,1.5,0.166666666666667,0.166666666666667,0.0277777777777779,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.333333333333333,1.0,0.0,0.0,0.111111111111111
Taylor Gabriel,Chi,WR,181,258,4.6,5.13,40.7,0.0,0.0,0.0,1.4,10.53,7.795,10.435625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,1.14285714285714,10.0,0.0,0.714285714285714,1.30612244897959
LeSean McCoy,KC,RB,235,89,16.9,5.3,27.13,15.8,1.53,9.4,11.2,9.53,12.09875,10.3764285714286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,6.0,61.2,1.0,3.2,36.0
Kenny Stills,Hou,WR,177,98,15.47,6.53,12.93,5.6,0.0,0.0,15.0,5.47,7.625,10.3726666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0277777777777779,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.5,4.16666666666667,0.166666666666667,0.333333333333333,0.3
Alex Erickson,Cin,WR,175,193,8.27,2.93,3.67,4.4,3.47,13.83,23.43,14.47,9.30875,10.339375,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.0,18.5,0.5,1.5,4.0
Rashard Higgins,Cle,WR,152,208,7.07,0.0,0.0,0.0,0.0,0.0,1.17833333333333,1.13,1.17229166666667,10.3176923076923,0.0,0.0,0.0,1.28571428571429,0.0,0.428571428571429,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.142857142857143,2.14285714285714,0.0,0.142857142857143,0.020408163265306
Vance McDonald,Pit,TE,123,215,6.67,27.53,2.67,0.0,6.27,1.33,7.41166666666667,5.27,7.14395833333333,10.2446666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0204081632653062,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.42857142857143,46.5714285714286,0.142857142857143,2.0,5.89795918367348
Ryan Switzer,Pit,WR,130,122,14.23,1.1,0.0,0.0,4.2,3.17,3.78333333333333,2.7,3.64791666666667,10.241875,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,1.0,11.8333333333333,0.0,0.166666666666667,1.0
John Brown,Buf,WR,142,18,30.2,16.8,10.8,12.6,15.0,17.08,21.53,21.6,18.2,9.879375,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,1.5,19.0,0.0,1.0,2.3
Duke Johnson,Hou,RB,77,111,14.9,3.1,4.67,13.07,9.43,18.73,9.87,16.3,11.25875,9.85625,0.0,0.0,0.0,0.0,0.0,0.0,0.183673469387755,0.0,,0.0,0.0,0.0,,,,,,,0.0,5.14285714285714,64.1428571428571,0.428571428571429,3.14285714285714,26.4489795918367
David Njoku,Cle,TE,134,80,17.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18375,9.85,0.0,0.0,0.0,4.2,0.0,0.2,0.36,0.0,,0.0,0.0,0.0,,,,,,,0.0,3.0,39.4,0.6,1.6,9.0
Tyrell Williams,Oak,WR,122,37,26.0,20.07,14.93,15.4,0.0,0.0,0.0,20.07,12.05875,9.814375,0.0,0.0,0.0,0.428571428571429,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.857142857142857,13.4285714285714,0.0,0.428571428571429,0.73469387755102
Willie Snead IV,Bal,WR,204,115,14.73,1.33,9.13,16.07,10.4,5.2,0.2,8.15142857142857,8.15142857142857,9.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,1.0,9.57142857142857,0.0,0.428571428571429,1.0
Danny Amendola,Det,WR,220,32,26.93,1.1,8.47,0.0,9.125,1.4,21.0,19.73,10.969375,9.54333333333333,0.0,0.0,0.0,7.0,0.0,0.5,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.0,9.0,0.0,0.0,4.0
Courtland Sutton,Den,WR,132,64,20.0,10.67,15.8,30.13,20.13,12.07,14.8,10.8,16.8,9.426875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.666666666666667,6.16666666666667,0.0,0.333333333333333,0.444444444444445
Jamaal Williams,GB,RB,233,270,4.0,17.67,13.7,1.0,0.0,30.43,15.23,22.13,13.02,9.18125,0.0,0.0,0.0,0.0,0.0,0.0,0.326530612244897,0.0,,0.0,0.0,0.0,,,,,,,0.0,4.14285714285714,53.2857142857143,0.571428571428571,3.0,17.1632653061224
Jimmy Graham,GB,TE,179,106,15.0,0.0,0.0,22.07,7.73,4.13,20.33,5.33,9.32375,9.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0816326530612246,0.0,,0.0,0.0,0.0,,,,,,,0.0,3.0,30.7142857142857,0.285714285714286,1.57142857142857,9.0
Latavius Murray,NO,RB,139,142,12.57,3.77,0.2,4.8,6.2,13.73,33.97,41.87,14.63875,9.075,0.0,0.0,0.0,85.6666666666667,0.333333333333333,5.16666666666667,0.111111111111111,0.0,,0.0,0.0,0.0,,,,,,,0.0,1.66666666666667,9.0,0.0,0.0,2.77777777777779
Donte Moncrief,Pit,WR,133,288,3.47,0.0,0.0,0.0,0.0,2.73,1.03333333333333,0.0,0.904166666666666,9.014375,0.0,0.0,0.0,0.833333333333333,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.666666667,6.5,0.0,0.166666667,0.444444444
Giovani Bernard,Cin,RB,240,185,8.9,3.47,2.97,6.37,8.07,4.73,2.27,8.03,5.60125,8.9275,0.0,0.0,0.0,0.333333333333333,0.166666666666667,0.166666666666667,0.444444444444445,0.0,,0.0,0.0,0.0,,,,,,,0.0,4.33333333333333,42.1666666666667,0.5,3.16666666666667,18.7777777777778
Royce Freeman,Den,RB,213,184,8.93,18.6,12.97,10.87,10.5,13.2,16.63,12.33,13.00375,8.63571428571429,0.0,0.0,0.0,51.2,0.2,2.2,0.16,0.0,,0.0,0.0,0.0,,,,,,,0.0,5.6,33.8,0.2,1.8,31.4
Carlos Hyde,Hou,RB,232,130,13.43,15.0,7.9,13.2,16.0,23.53,5.5,11.3,13.23,8.16428571428571,0.0,0.0,0.0,65.8571428571429,0.428571428571429,4.28571428571429,0.183673469387755,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.857142857142857,3.14285714285714,0.0,0.142857142857143,0.73469387755102
Ito Smith,Atl,RB,188,199,7.7,8.07,0.0,12.43,12.9,7.5,0.7,0.0,6.1625,7.97357142857143,0.0,0.0,0.0,45.5714285714286,0.142857142857143,1.71428571428571,0.0204081632653062,0.0,,0.0,0.0,0.0,,,,,,,0.0,3.57142857142857,25.2857142857143,0.0,1.0,12.7551020408163
Tre'Quan Smith,NO,WR,171,127,13.73,9.27,0.0,0.0,0.0,0.0,0.0,0.0,2.875,7.96466666666667,0.0,0.0,0.0,4.0,0.0,0.142857142857143,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
C.J. Anderson,Det,RB,221,262,4.5,0.8,0.0,0.0,1.325,0.0,0.0,0.0,0.828125,7.91181818181818,0.0,0.0,0.0,32.6666666666667,0.0,1.33333333333333,0.25,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.66666666666667,18.8333333333333,0.5,1.0,7.11111111111113
Rex Burkhead,NE,RB,293,86,17.13,10.23,18.17,1.47,0.0,0.0,0.0,2.0,6.125,7.79125,0.0,0.0,0.0,1.28571428571429,0.0,0.0,0.0816326530612246,0.0,,0.0,0.0,0.0,,,,,,,0.0,3.0,59.4285714285714,0.285714285714286,1.57142857142857,9.0
Marquez Valdes-Scantling,GB,WR,182,174,9.47,5.27,22.6,8.13,3.2,7.1,20.87,2.27,9.86375,7.670625,0.0,0.0,0.0,0.0,0.0,0.0,0.6645371606725069,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
C.J. Uzomah,Cin,TE,290,151,11.4,0.0,0.0,0.0,3.07,4.73,0.0,1.27,2.55875,7.329375,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,,0.0,0.0,0.0,,,,,,,0.0,4.0,50.4,0.2,2.6,16.0
Damien Williams,KC,RB,53,57,21.2,11.0,0.0,0.0,7.3,12.53,2.63,8.0,7.83,7.079375,0.0,0.0,0.0,0.833333333333333,0.0,0.0,0.111111111111111,0.0,,0.0,0.0,0.0,,,,,,,0.0,5.66666666666667,63.1666666666667,0.333333333333333,3.0,32.1111111111111
Rashaad Penny,Sea,RB,151,277,3.9,15.7,0.0,0.0,6.87,0.0,0.0,8.5,4.37125,7.06428571428571,0.0,0.0,0.0,1.16666666666667,0.0,0.0,0.444444444444445,0.0,,0.0,0.0,0.0,,,,,,,0.0,3.83333333333333,43.6666666666667,0.666666666666667,2.33333333333333,14.6944444444444
Geoff Swaim,Jax,TE,268,242,5.13,3.93,1.53,5.13,1.27,1.33,0.0,0.0,2.29,6.79222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111111,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.5,28.0,0.333333333333333,1.66666666666667,6.3
Dallas Goedert,Phi,TE,197,294,3.07,0.0,0.0,13.07,2.73,10.2,17.6,16.07,7.8425,6.391875,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,5.6,54.4,0.0,2.4,31.4
Vernon Davis,Was,TE,174,88,16.93,5.93,6.0,1.33,0.0,0.0,0.0,0.0,3.77375,5.96214285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.8,43.4,0.2,2.0,7.8
Nick Vannett,Pit,TE,326,293,3.07,2.87,1.6,4.87,0.0,1.33,2.29,3.0,2.37875,5.862,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,,0.0,0.0,0.0,,,,,,,0.0,3.0,58.6,0.2,2.6,9.0
Raheem Mostert,SF,RB,363,211,7.0,30.83,6.9,0.0,4.4,2.3,0.0,12.0,7.92875,5.53,0.0,0.0,0.0,77.25,0.5,3.5,0.25,0.0,,0.0,0.0,0.0,,,,,,,0.0,3.5,20.5,0.0,0.75,12.3
Justin Jackson,LAC,RB,127,183,8.97,9.23,7.87,0.0,0.0,0.0,0.0,0.0,3.25875,5.50769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.0,0.0,0.0,,,,,,,0.0,4.2,65.2,0.6,2.4,17.6
Jonnu Smith,Ten,TE,321,287,3.47,0.0,4.33,1.33,5.8,3.13,9.27,23.2,6.31625,5.47692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0816326530612246,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.14285714285714,30.4285714285714,0.285714285714286,1.28571428571429,4.59183673469387
Blake Jarwin,Dal,TE,280,118,14.6,3.47,1.2,7.27,0.0,3.4,10.07,5.71571428571429,5.71571428571429,5.466875,0.0,0.0,0.0,1.85714285714286,0.0,0.142857142857143,0.0204081632653062,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.57142857142857,36.2857142857143,0.142857142857143,1.42857142857143,6.61224489795918
Tyler Ervin,Jax,RB,479,281,3.8,2.6,0.0,0.0,0.0,0.0,0.0,5.2,1.45,5.45888888888889,0.0,0.0,0.0,0.571428571428571,0.0,0.0,0.0816326530612246,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.85714285714286,55.5714285714286,0.285714285714286,2.14285714285714,8.16326530612247
Tyler Higbee,LAR,TE,313,101,15.33,4.4,0.0,9.73,9.13,4.67,1.53,1.53,5.79,4.716875,0.0,0.0,0.0,11.7142857142857,0.142857142857143,0.142857142857143,0.0204081632653062,0.0,,0.0,0.0,0.0,,,,,,,0.0,1.14285714285714,4.71428571428571,0.0,0.285714285714286,1.30612244897959
Malcolm Brown,LAR,RB,294,83,17.3,6.37,0.7,2.4,0.3,8.0,0.0,0.0,4.38375,4.30583333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.183673469387755,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.85714285714286,44.5714285714286,0.428571428571429,1.57142857142857,8.16326530612247
