l_name,l_team,l_pos,l_proj,l_actual,l_points1,l_points2,l_points3,l_points4,l_points5,l_points6,l_points7,l_points8,l_ppgcurrent,l_pointspg18,l_passydpg18,l_passtdpg18,l_passintpg18,l_rushydpg18,l_rushtdpg18,l_rush1stpg18,l_touchdown18,l_runnerQB18,l_pointspg17,l_passydpg17,l_passtdpg17,l_passintpg17,l_rushydpg17,l_rushtdpg17,l_rush1stpg17,l_2ptpg17,l_fumblepg17,l_touchdown17,l_runnerQB17,l_receptspg18,l_recydspg18,l_rectdpg18,l_rec1stpg18,l_ppr18
Ryan Griffin,NYJ,TE,296,255,4.67,0.0,1.33,7.78142857142857,1.13,15.87,1.07,30.4,7.78142857142857,4.23785714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0816326530612246,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.0,29.2857142857143,0.285714285714286,1.42857142857143,4.0
Dontrell Hilliard,Cle,RB,302,71,18.13,0.0,0.0,13.5,6.4,15.33,8.89333333333333,11.4,9.20666666666667,4.03636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0816326530612246,0.0,,0.0,0.0,0.0,,,,,,,0.0,3.42857142857143,40.2857142857143,0.285714285714286,2.28571428571429,11.7551020408163
T.J. Logan,TB,RB,322,225,6.0,0.0,0.0,3.4,1.9,0.0,1.88333333333333,9.2,2.79791666666667,4.027,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111111,0.0,,0.0,0.0,0.0,,,,,,,0.0,3.66666666666667,46.3333333333333,0.333333333333333,2.83333333333333,13.4444444444445
Kenjon Barner,Atl,RB,418,180,9.0,1.2,6.77,0.0,0.0,4.1,6.5,3.1,3.83375,4.02222222222222,0.0,0.0,0.0,10.5,0.0,0.5,0.0625,0.0,,0.0,0.0,0.0,,,,,,,0.0,6.25,66.75,0.25,3.5,39.06
James O'Shaughnessy,Jax,TE,312,204,7.13,6.87,13.2,11.2,8.8,0.0,0.0,0.0,5.9,3.44785714285714,0.0,0.0,0.0,14.8,0.2,0.4,0.04,0.0,,0.0,0.0,0.0,,,,,,,0.0,1.4,19.2,0.0,0.8,2.0
Wayne Gallman Jr.,NYG,RB,348,131,13.3,0.0,2.3,30.97,2.4,0.0,0.0,2.33,6.4125,3.43533333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.183673469387755,0.0,,0.0,0.0,0.0,,,,,,,0.0,3.57142857142857,36.2857142857143,0.428571428571429,1.57142857142857,12.7551020408163
Maxx Williams,Ari,TE,345,297,3.0,3.4,0.0,3.4,1.47,16.27,2.33,10.441057451320608,4.26714285714286,3.33307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0277777777777779,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.833333333333333,18.0,0.166666666666667,0.666666666666667,0.694444444444444
Hayden Hurst,Bal,TE,285,198,7.73,10.07,3.93,5.6,8.13,1.27,2.67,5.62857142857143,5.62857142857143,3.3225,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111111,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.0,20.1666666666667,0.333333333333333,1.33333333333333,4.0
Nick Boyle,Bal,TE,359,213,6.73,2.93,9.87,1.6,0.0,3.2,3.33,3.95142857142857,3.95142857142857,2.95,0.0,0.0,0.0,9.0,0.4,0.6,0.36,0.0,,0.0,0.0,0.0,,,,,,,0.0,1.0,14.4,0.2,0.8,1.0
Jordan Akins,Hou,TE,272,292,3.13,4.67,25.87,5.4,3.4,7.6,4.13,3.73,7.24125,2.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0277777777777779,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.83333333333333,24.8333333333333,0.166666666666667,1.66666666666667,8.02777777777776
Mike Gesicki,Mia,TE,271,244,5.07,1.73,3.6,0.0,2.6,7.4,8.73,2.67,3.975,2.654375,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.8,25.4,0.4,1.2,7.8
Brandon Bolden,NE,RB,641,267,4.2,0.0,5.2,9.7,13.23,15.57,11.4,4.2,7.9375,1.998125,0.0,0.0,0.0,0.0,0.0,0.0,0.0277777777777779,0.0,,0.0,0.0,0.0,,,,,,,0.0,3.83333333333333,52.3333333333333,0.166666666666667,2.66666666666667,14.6944444444444
Anthony Sherman,KC,RB,451,295,3.0,0.0,0.0,0.0,1.2,0.0,2.7,0.0,0.8625,1.81875,0.0,0.0,0.0,-0.285714285714286,0.0,0.0,0.0816326530612246,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.85714285714286,48.1428571428571,0.285714285714286,1.85714285714286,8.16326530612247
DJ Chark Jr.,Jax,WR,276,46,24.73,21.67,20.07,8.93,42.93,7.87,10.53,24.27,20.125,13.0398233164717,0.0155875299760192,0.0,0.00102774922918808,14.4953922576225,0.112350119904077,0.708136348064406,0.196333109884354,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.85601320820647,32.2690649982308,0.210392770247828,1.54023288147619,11.8778941357534
Josh Jacobs,Oak,RB,91,26,28.37,12.9,5.4,16.83,32.63,19.226,21.07,12.6,18.62825,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Darren Waller,Oak,TE,237,117,14.67,13.2,29.63,13.53,7.6,15.726,38.4,11.73,18.06075,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Devonta Freeman,Atl,RB,59,252,4.7,10.0,17.27,20.6,21.67,37.8,4.3,17.1,16.68,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Le'Veon Bell,NYJ,RB,18,16,31.13,22.87,11.37,16.339,18.3,13.2,11.4,6.1,16.338625,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Mark Andrews,Bal,TE,178,24,29.2,29.47,5.0,16.07,10.0,14.6,5.6,15.7057142857143,15.7057142857143,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Miles Sanders,Phi,RB,195,257,4.63,13.6,19.57,16.9,14.17,20.83,9.53,24.73,15.495,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Terry McLaurin,Was,WR,314,42,25.33,21.13,23.67,0.0,9.4,30.67,2.73,9.6,15.31625,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Mecole Hardman,KC,WR,300,263,4.5,21.87,20.17,5.5,13.87,13.1,16.47,24.27,14.96875,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
David Montgomery,Chi,RB,110,200,7.6,15.6,13.63,11.23,10.23,11.658,1.47,32.3,12.96475,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
DeVante Parker,Mia,WR,155,157,11.0,0.0,9.73,19.67,10.1,14.87,20.67,12.93,12.37125,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
DK Metcalf,Sea,WR,191,137,12.93,18.07,8.47,1.4,13.93,13.0,7.53,21.87,12.15,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Preston Williams,Mia,WR,356,119,14.6,11.2,12.53,9.07,11.85,10.27,14.37,13.3,12.14875,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Michael Gallup,Dal,WR,131,52,22.53,14.53,0.0,0.0,27.53,10.2,6.27,11.58,11.58,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Diontae Johnson,Pit,WR,354,254,4.67,4.23,17.07,18.13,7.8,3.93,9.305,22.6,10.966875,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Phillip Dorsett II,NE,WR,217,22,29.33,7.6,21.73,4.57,0.0,0.0,16.07,7.87,10.89625,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Chris Conley,Jax,WR,266,40,25.47,12.87,5.0,3.13,3.73,0.0,12.53,21.87,10.575,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
A.J. Brown,Ten,WR,275,149,11.67,5.67,1.27,28.27,4.8,5.53,14.07,11.73,10.37625,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Jason Witten,Dal,TE,258,133,13.0,15.67,8.6,8.33,6.93,10.8,9.2,10.3614285714286,10.3614285714286,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Ronald Jones II,TB,RB,185,116,14.7,1.9,15.73,15.8,9.9,6.0,10.6716666666667,7.63,10.2914583333333,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Jamison Crowder,NYJ,WR,114,31,27.0,7.67,4.67,10.1242857142857,2.67,16.53,6.73,5.6,10.1242857142857,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Marquise Brown,Bal,WR,199,12,32.8,17.73,7.27,7.47,13.47,0.0,0.0,0.0,9.8425,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Hunter Henry,LAC,TE,104,158,11.0,0.0,0.0,0.0,0.0,36.67,18.47,9.13,9.40875,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
T.J. Hockenson,Det,TE,234,33,26.73,1.47,1.07,15.8,11.2675,6.4,7.13,3.4,9.1584375,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
John Ross III,Cin,WR,148,5,39.53,21.47,2.47,8.4,0.0,0.0,0.0,0.0,8.98375,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Randall Cobb,Dal,WR,225,60,20.6,10.2,4.53,9.13,9.53,0.0,6.53,8.64571428571429,8.64571428571429,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Deebo Samuel,SF,WR,287,241,5.13,22.43,7.93,11.83,1.2,5.3,0.0,13.17,8.37375,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Delanie Walker,Ten,TE,147,20,29.67,8.6,14.27,1.27,1.67,6.87,0.0,0.0,7.79375,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Paul Richardson Jr.,Was,WR,160,192,8.4,13.07,26.53,3.93,2.93,0.0,0.0,7.27,7.76625,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Ted Ginn Jr.,NO,WR,219,68,18.73,0.0,3.0,5.27,13.43,8.6,6.2,6.8,7.75375,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Richie James Jr.,SF,WR,292,141,12.6,4.17,12.57,9.78,3.6,5.6,7.67,4.9,7.61125,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Steven Sims Jr.,Was,WR,417,259,4.6,4.8,15.8,3.7,13.57,2.2,9.63,5.4,7.4625,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Trevor Davis,Oak,WR,393,274,3.97,0.0,0.0,17.1,13.3,6.874,14.33,2.2,7.22175,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Trey Quinn,Was,WR,228,82,17.3,9.3,10.5,4.27,4.1,3.93,5.0,3.0,7.175,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Hunter Renfrow,Oak,WR,180,279,3.87,8.0,7.87,4.2,2.8,5.348,4.93,18.87,6.986,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Foster Moreau,Oak,TE,398,290,3.33,0.0,1.07,16.0,10.07,6.094,13.6,2.67,6.60425,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Alexander Mattison,Min,RB,338,212,6.9,4.5,12.8,3.03,7.2,6.3,1.8,10.3,6.60375,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Miles Boykin,Bal,WR,278,165,10.33,10.33,2.73,0.0,15.13,0.0,5.87,6.67,6.3825,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Devin Singletary,Buf,RB,202,75,17.87,11.7,0.0,0.0,0.0,0.0,2.6,17.9,6.25875,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Deonte Harris,NO,WR,404,235,5.6,3.93,13.3,7.2,0.8,3.3,10.0,5.83,6.245,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Noah Fant,Den,TE,248,264,4.43,9.2,5.47,13.07,1.4,4.07,1.47,8.73,5.98,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Dare Ogunbowale,TB,RB,260,221,6.2,1.6,4.53,4.07,7.3,10.77,5.745,2.0,5.276875,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Parris Campbell,Ind,WR,339,222,6.17,14.6,8.7,5.67,0.0,7.028,0.0,0.0,5.271,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Damiere Byrd,Ari,WR,431,169,9.8,16.9,2.6,0.0,0.0,7.0,1.27,4.2,5.22125,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Justice Hill,Bal,RB,311,234,5.6,7.67,4.8,6.8,5.3,4.1,2.1,5.12833333333333,5.18729166666667,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Bennie Fowler III,NYG,WR,397,172,9.67,14.4,1.33,2.2,0.0,0.0,8.33,4.4,5.04125,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
KeeSean Johnson,Ari,WR,305,155,11.07,6.07,3.87,4.27,7.77,2.93,1.4,0.0,4.6725,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Cody Latimer,NYG,WR,273,168,9.93,8.0,0.0,0.0,0.0,0.0,9.2,7.97,4.3875,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
J.D. McKissic,Det,RB,357,282,3.6,0.2,5.4,5.73,3.7325,2.87,8.97,3.03,4.1915625,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Jakobi Meyers,NE,WR,350,285,3.47,0.0,6.53,0.0,1.4,9.6,10.13,2.33,4.1825,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
James Washington,Pit,WR,283,201,7.4,5.53,2.93,0.0,9.47,0.0,4.22166666666667,3.4,4.11895833333333,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Allen Hurns,Mia,WR,320,284,3.47,1.87,1.4,0.0,1.685,4.07,8.53,10.8,3.978125,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
DaeSean Hamilton,Den,WR,190,291,3.33,4.0,0.0,9.8,0.0,5.67,2.27,0.0,3.13375,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Albert Wilson,Mia,WR,211,275,3.97,0.0,0.0,0.0,0.0,7.0,3.47,10.33,3.09625,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Ray-Ray McCloud III,Buf,WR,733,195,8.1,3.9,3.6,4.8,4.2,-1.0,0.0,0.0,2.95,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Damion Ratley,Cle,WR,384,268,4.13,7.33,8.93,2.67,0.0,0.0,0.0,0.0,2.8825,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Gunner Olszewski,NE,WR,1137,283,3.5,0.9,2.4,0.0,4.9,6.27,2.4,0.8,2.64625,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
D'Ernest Johnson,Cle,RB,340,205,7.13,7.6,0.0,1.3,1.4,0.0,2.905,0.0,2.541875,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Justin Hardy,Atl,WR,344,187,8.73,0.0,1.4,0.0,1.33,0.0,4.27,4.53,2.5325,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Dwayne Harris,Oak,WR,243,144,12.47,4.1,0.0,0.0,0.0,0.0,0.0,1.8,2.29625,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Damion Willis,Cin,WR,284,209,7.0,1.4,0.0,1.53,7.53,0.0,0.0,0.0,2.1825,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Andy Isabella,Ari,WR,330,189,8.6,0.0,1.9,0.5,1.1,0.0,3.53,0.0,1.95375,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Kelvin Harmon,Was,WR,415,224,6.07,0.0,0.0,3.93,1.27,1.53,0.0,2.8,1.95,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Chad Beebe,Min,WR,257,276,3.9,8.57,2.1,0.0,0.0,0.0,0.0,0.0,1.82125,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Patrick Ricard,Bal,RB,661,166,10.07,1.2,0.0,0.0,0.0,1.4,0.0,1.81,1.81,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Derrius Guice,Was,RB,108,206,7.13,7.13,0.0,0.0,0.0,0.0,0.0,0.0,1.7825,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Robert Tonyan,GB,TE,351,278,3.87,0.0,1.27,2.73,3.53,0.0,0.0,0.0,1.425,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Travis Benjamin,LAC,WR,254,280,3.8,0.0,3.33,0.0,2.87,1.0,0.0,0.0,1.375,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Deon Cain,Ind,WR,358,220,6.33,0.0,2.67,0.0,1.47,0.0,0.0,0.0,1.30875,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
Alex Armah,Car,RB,612,243,5.1,0.0,1.53,0.0,1.27,0.4,1.38333333333333,0.0,1.21041666666667,13.03982332,0.01558752998,0.0,0.001027749229,14.49539226,0.1123501199,0.7081363481,0.1963331099,0.0,,0.0,0.0,0.0,,,,,,,0.0,2.856013208,32.269065,0.2103927702,1.540232881,11.87789414
