Player Name,l_team,l_pos,l_gp,l_points,l_owners,l_project,l_actual,l_passyds,l_passtd,l_passint,l_rushyds,l_rushtd,l_rush1st,l_recepts,l_recyds,l_rectd,l_rec1st,l_2pt,l_fumble,l_pointspg,l_passydpg,l_passtdpg,l_passintpg,l_rushydpg,l_rushtdpg,l_rush1stpg,l_receptspg,l_recydspg,l_rectdpg,l_rec1stpg
Tre'Quan Smith,NO,WR,3,23.00,0.05,321,340,0,0,0,0,0,0,5,75,1,5,0,0,7.66666666666667,0,0,0,0,0,0,0.166666666666667,4,0,0.166666666666667
Ameer Abdullah,Min,RB,7,22.93,0.02,215,342,0,0,0,34,0,1,2,14,0,1,0,0,3.27571428571429,0,0,0,0,0,0,0.5,5.75,0,0.25
Diontae Spencer,Den,WR,7,22.77,0,380,343,0,0,0,9,0,0,2,13,0,0,0,0,3.25285714285714,0,0,0,0,0,0,1.5,10,0,0
Ryan Switzer,Pit,WR,6,22.70,0,279,344,0,0,0,0,0,0,8,27,0,2,0,0,3.78333333333333,0,0,0,0,0,0,0.5,-0.166666666666667,0,0.166666666666667
Trey Burton,Chi,TE,5,22.53,0.22,342,345,0,0,0,0,0,0,13,68,0,5,0,0,4.506,0,0,0,4,0,0.142857142857143,0,0,0,0
Jalen Richard,Oak,RB,6,21.97,0.04,339,346,0,0,0,54,0,4,9,40,0,1,0,0,3.66166666666667,0,0,0,0,0,0,0.142857142857143,3,0,0.142857142857143
Marcedes Lewis,GB,TE,7,21.93,0,349,347,0,0,0,0,0,0,9,119,0,5,0,0,3.13285714285714,0,0,0,0,0,0,0.142857142857143,2.85714285714286,0,0.142857142857143
Javon Wims,Chi,WR,6,21.67,0,353,348,0,0,0,0,0,0,6,70,1,3,0,0,3.61166666666667,0,0,0,0.428571428571429,0,0,0.285714285714286,2.14285714285714,0,0
JoJo Natson,LAR,WR,7,21.40,0,371,349,0,0,0,0,0,0,0,0,0,0,0,0,3.05714285714286,0,0,0,0,0,0,0,0,0,0
Andre Roberts,Buf,WR,4,20.90,0,260,351,0,0,0,7,0,0,1,6,0,0,0,0,5.225,0,0,0,1.8,0,0.2,0.2,0.6,0,0
Jordan Wilkins,Ind,RB,6,20.80,0.01,363,352,0,0,0,134,0,2,3,21,0,1,0,0,3.46666666666667,0,0,0,0,0,0,0.25,3,0,0.25
Duke Williams,Buf,WR,2,20.47,0.02,306,353,0,0,0,0,0,0,5,52,1,4,0,0,10.235,0,0,0,0,0,0,0.333333333333333,1.66666666666667,0,0
Gunner Olszewski,NE,WR,7,20.37,0,428,354,0,0,0,0,0,0,2,34,0,1,0,1,2.91,0,0,0,0,0,0,0.142857142857143,1.42857142857143,0,0.142857142857143
Antonio Brown,NE,WR,1,20.23,0.32,435,356,0,0,0,5,0,1,4,56,1,3,0,0,20.23,0,0,0,0,0,0,0.285714285714286,1.14285714285714,0,0
Ty Montgomery,NYJ,RB,6,19.83,0.03,384,357,0,0,0,40,0,1,6,32,0,0,0,0,3.305,0,0,0,1,0,0,1,6,0,1
